origin_lat,origin_lon,dest_lat,dest_lon,dest_type,travel_time_minutes,distance_km,method
40.4895881392563,-80.059240857482,40.436889,-79.9607,Primary,12.2,12.267,google_maps
40.4895881392563,-80.059240857482,40.351343,-79.849457,Primary,31.433333333333334,33.056,google_maps
40.4895881392563,-80.059240857482,40.436137,-79.985285,Comprehensive,13.583333333333334,14.223,google_maps
40.4895881392563,-80.059240857482,40.573319,-80.014525,Primary,20.866666666666667,13.202,google_maps
40.4895881392563,-80.059240857482,40.441544,-79.959356,Comprehensive,12.9,12.617,google_maps
40.4895881392563,-80.059240857482,40.454845,-79.939793,Primary,19.4,15.36,google_maps
40.4895881392563,-80.059240857482,40.489286,-79.895994,Primary,15.666666666666666,19.556,google_maps
40.4895881392563,-80.059240857482,40.436561,-79.760197,Primary,24.183333333333334,31.177,google_maps
40.4895881392563,-80.059240857482,40.45701,-80.003724,Comprehensive,11.383333333333333,9.629,google_maps
40.4895881392563,-80.059240857482,40.619129,-79.737849,Primary,30.583333333333332,41.837,google_maps
40.4895881392563,-80.059240857482,40.427585,-79.747217,Primary,27.183333333333334,32.624,google_maps
40.4895881392563,-80.059240857482,40.461453,-79.946364,Primary,15.7,14.229,google_maps
40.4895881392563,-80.059240857482,40.447391,-79.959788,Primary,14.616666666666667,13.418,google_maps
40.4895881392563,-80.059240857482,40.543454,-80.177601,Primary,14.483333333333333,13.166,google_maps
40.4895881392563,-80.059240857482,40.31844,-79.933488,Primary,31.533333333333335,25.725,google_maps
40.4895881392563,-80.059240857482,40.472755,-80.090742,Primary,10.766666666666667,7.765,google_maps
40.4895881392563,-80.059240857482,40.378099,-80.06661,Primary,19.816666666666666,15.568,google_maps
40.4895881392563,-80.059240857482,40.576315,-80.203135,Primary,19.15,18.021,google_maps
40.4895881392563,-80.059240857482,40.321195,-80.112625,Primary,27.716666666666665,32.046,google_maps
40.4895881392563,-80.059240857482,40.424369,-79.745967,Primary,27.533333333333335,33.01,google_maps
40.4895881392563,-80.059240857482,40.536213,-79.849228,Primary,21.433333333333334,28.343,google_maps
40.4895881392563,-80.059240857482,40.494569,-80.060335,Primary,1.9,0.775,google_maps
40.4813983353046,-79.9762198376255,40.467315,-79.95359,Primary,8.216666666666667,3.248,google_maps
40.4813983353046,-79.9762198376255,40.436889,-79.9607,Primary,12.933333333333334,9.953,google_maps
40.4813983353046,-79.9762198376255,40.351343,-79.849457,Primary,32.15,30.652,google_maps
40.4813983353046,-79.9762198376255,40.436137,-79.985285,Comprehensive,12.866666666666667,7.261,google_maps
40.4813983353046,-79.9762198376255,40.573319,-80.014525,Primary,18.366666666666667,13.035,google_maps
40.4813983353046,-79.9762198376255,40.441544,-79.959356,Comprehensive,13.5,10.206,google_maps
40.4813983353046,-79.9762198376255,40.454845,-79.939793,Primary,14.033333333333333,5.212,google_maps
40.4813983353046,-79.9762198376255,40.489286,-79.895994,Primary,9.783333333333333,8.508,google_maps
40.4813983353046,-79.9762198376255,40.436561,-79.760197,Primary,24.9,28.774,google_maps
40.4813983353046,-79.9762198376255,40.45701,-80.003724,Comprehensive,10.85,5.478,google_maps
40.4813983353046,-79.9762198376255,40.619129,-79.737849,Primary,24.666666666666668,30.79,google_maps
40.4813983353046,-79.9762198376255,40.427585,-79.747217,Primary,27.9,30.221,google_maps
40.4813983353046,-79.9762198376255,40.461453,-79.946364,Primary,10.166666666666666,3.965,google_maps
40.4813983353046,-79.9762198376255,40.447391,-79.959788,Primary,12.283333333333333,5.512,google_maps
40.4813983353046,-79.9762198376255,40.543454,-80.177601,Primary,28.366666666666667,23.69,google_maps
40.4813983353046,-79.9762198376255,40.31844,-79.933488,Primary,33.8,26.032,google_maps
40.4813983353046,-79.9762198376255,40.472755,-80.090742,Primary,20.583333333333332,16.744,google_maps
40.4813983353046,-79.9762198376255,40.378099,-80.06661,Primary,21.716666666666665,16.173,google_maps
40.4813983353046,-79.9762198376255,40.576315,-80.203135,Primary,32.333333333333336,30.606,google_maps
40.4813983353046,-79.9762198376255,40.321195,-80.112625,Primary,29.416666666666668,32.636,google_maps
40.4813983353046,-79.9762198376255,40.424369,-79.745967,Primary,28.25,30.607,google_maps
40.4813983353046,-79.9762198376255,40.536213,-79.849228,Primary,15.533333333333333,17.296,google_maps
40.4813983353046,-79.9762198376255,40.494569,-80.060335,Primary,15.033333333333333,13.36,google_maps
40.4124644252035,-80.0553055285413,40.467315,-79.95359,Primary,15.366666666666667,13.659,google_maps
40.4124644252035,-80.0553055285413,40.436889,-79.9607,Primary,11.933333333333334,10.679,google_maps
40.4124644252035,-80.0553055285413,40.351343,-79.849457,Primary,31.15,31.468,google_maps
40.4124644252035,-80.0553055285413,40.436137,-79.985285,Comprehensive,13.3,12.636,google_maps
40.4124644252035,-80.0553055285413,40.573319,-80.014525,Primary,23.066666666666666,23.269,google_maps
40.4124644252035,-80.0553055285413,40.441544,-79.959356,Comprehensive,12.616666666666667,11.029,google_maps
40.4124644252035,-80.0553055285413,40.454845,-79.939793,Primary,19.566666666666666,14.187,google_maps
40.4124644252035,-80.0553055285413,40.489286,-79.895994,Primary,17.266666666666666,19.703,google_maps
40.4124644252035,-80.0553055285413,40.436561,-79.760197,Primary,23.9,29.59,google_maps
40.4124644252035,-80.0553055285413,40.45701,-80.003724,Comprehensive,12.966666666666667,9.776,google_maps
40.4124644252035,-80.0553055285413,40.619129,-79.737849,Primary,32.18333333333333,41.985,google_maps
40.4124644252035,-80.0553055285413,40.427585,-79.747217,Primary,26.9,31.036,google_maps
40.4124644252035,-80.0553055285413,40.461453,-79.946364,Primary,17.3,14.376,google_maps
40.4124644252035,-80.0553055285413,40.447391,-79.959788,Primary,14.333333333333334,11.831,google_maps
40.4124644252035,-80.0553055285413,40.543454,-80.177601,Primary,21.566666666666666,25.608,google_maps
40.4124644252035,-80.0553055285413,40.31844,-79.933488,Primary,29.066666666666666,22.125,google_maps
40.4124644252035,-80.0553055285413,40.472755,-80.090742,Primary,14.65,13.709,google_maps
40.4124644252035,-80.0553055285413,40.378099,-80.06661,Primary,12.3,7.064,google_maps
40.4124644252035,-80.0553055285413,40.576315,-80.203135,Primary,26.2,30.463,google_maps
40.4124644252035,-80.0553055285413,40.321195,-80.112625,Primary,20.833333333333332,22.762,google_maps
40.4124644252035,-80.0553055285413,40.424369,-79.745967,Primary,27.25,31.422,google_maps
40.4124644252035,-80.0553055285413,40.536213,-79.849228,Primary,23.033333333333335,28.49,google_maps
40.4124644252035,-80.0553055285413,40.494569,-80.060335,Primary,14.933333333333334,14.56,google_maps
40.645356462837,-79.7014041762235,40.467315,-79.95359,Primary,28.566666666666666,36.774,google_maps
40.645356462837,-79.7014041762235,40.436889,-79.9607,Primary,33.0,43.476,google_maps
40.645356462837,-79.7014041762235,40.351343,-79.849457,Primary,49.0,52.299,google_maps
40.645356462837,-79.7014041762235,40.436137,-79.985285,Comprehensive,32.88333333333333,40.784,google_maps
40.645356462837,-79.7014041762235,40.573319,-80.014525,Primary,38.733333333333334,43.737,google_maps
40.645356462837,-79.7014041762235,40.441544,-79.959356,Comprehensive,33.666666666666664,43.73,google_maps
40.645356462837,-79.7014041762235,40.454845,-79.939793,Primary,32.55,35.24,google_maps
40.645356462837,-79.7014041762235,40.489286,-79.895994,Primary,23.5,28.948,google_maps
40.645356462837,-79.7014041762235,40.436561,-79.760197,Primary,29.6,35.832,google_maps
40.645356462837,-79.7014041762235,40.45701,-80.003724,Comprehensive,30.75,39.001,google_maps
40.645356462837,-79.7014041762235,40.619129,-79.737849,Primary,8.916666666666666,6.123,google_maps
40.645356462837,-79.7014041762235,40.427585,-79.747217,Primary,32.56666666666667,37.279,google_maps
40.645356462837,-79.7014041762235,40.461453,-79.946364,Primary,30.416666666666668,37.491,google_maps
40.645356462837,-79.7014041762235,40.447391,-79.959788,Primary,32.56666666666667,39.038,google_maps
40.645356462837,-79.7014041762235,40.543454,-80.177601,Primary,47.733333333333334,59.274,google_maps
40.645356462837,-79.7014041762235,40.31844,-79.933488,Primary,53.71666666666667,59.556,google_maps
40.645356462837,-79.7014041762235,40.472755,-80.090742,Primary,40.65,50.268,google_maps
40.645356462837,-79.7014041762235,40.378099,-80.06661,Primary,41.6,49.697,google_maps
40.645356462837,-79.7014041762235,40.576315,-80.203135,Primary,52.36666666666667,64.129,google_maps
40.645356462837,-79.7014041762235,40.321195,-80.112625,Primary,49.55,66.16,google_maps
40.645356462837,-79.7014041762235,40.424369,-79.745967,Primary,32.916666666666664,37.665,google_maps
40.645356462837,-79.7014041762235,40.536213,-79.849228,Primary,17.5,20.716,google_maps
40.645356462837,-79.7014041762235,40.494569,-80.060335,Primary,35.1,46.883,google_maps
40.4243217441565,-79.892416284265,40.467315,-79.95359,Primary,20.966666666666665,8.615,google_maps
40.4243217441565,-79.892416284265,40.436889,-79.9607,Primary,11.183333333333334,7.886,google_maps
40.4243217441565,-79.892416284265,40.351343,-79.849457,Primary,16.783333333333335,11.667,google_maps
40.4243217441565,-79.892416284265,40.436137,-79.985285,Comprehensive,11.35,9.798,google_maps
40.4243217441565,-79.892416284265,40.573319,-80.014525,Primary,26.85,27.248,google_maps
40.4243217441565,-79.892416284265,40.441544,-79.959356,Comprehensive,12.45,8.374,google_maps
40.4243217441565,-79.892416284265,40.454845,-79.939793,Primary,17.05,7.7,google_maps
40.4243217441565,-79.892416284265,40.489286,-79.895994,Primary,20.283333333333335,11.474,google_maps
40.4243217441565,-79.892416284265,40.436561,-79.760197,Primary,12.6,13.714,google_maps
40.4243217441565,-79.892416284265,40.45701,-80.003724,Comprehensive,17.583333333333332,15.161,google_maps
40.4243217441565,-79.892416284265,40.619129,-79.737849,Primary,35.233333333333334,33.756,google_maps
40.4243217441565,-79.892416284265,40.427585,-79.747217,Primary,15.683333333333334,15.16,google_maps
40.4243217441565,-79.892416284265,40.461453,-79.946364,Primary,18.7,8.306,google_maps
40.4243217441565,-79.892416284265,40.447391,-79.959788,Primary,14.65,9.386,google_maps
40.4243217441565,-79.892416284265,40.543454,-80.177601,Primary,32.233333333333334,32.336,google_maps
40.4243217441565,-79.892416284265,40.31844,-79.933488,Primary,27.25,18.857,google_maps
40.4243217441565,-79.892416284265,40.472755,-80.090742,Primary,23.766666666666666,20.449,google_maps
40.4243217441565,-79.892416284265,40.378099,-80.06661,Primary,24.566666666666666,21.048,google_maps
40.4243217441565,-79.892416284265,40.576315,-80.203135,Primary,36.833333333333336,37.191,google_maps
40.4243217441565,-79.892416284265,40.321195,-80.112625,Primary,32.31666666666667,37.511,google_maps
40.4243217441565,-79.892416284265,40.424369,-79.745967,Primary,16.033333333333335,15.546,google_maps
40.4243217441565,-79.892416284265,40.536213,-79.849228,Primary,23.683333333333334,31.881,google_maps
40.4243217441565,-79.892416284265,40.494569,-80.060335,Primary,19.533333333333335,19.945,google_maps
40.4353666010707,-80.1820374115065,40.467315,-79.95359,Primary,34.78333333333333,27.869,google_maps
40.4353666010707,-80.1820374115065,40.436889,-79.9607,Primary,31.4,24.889,google_maps
40.4353666010707,-80.1820374115065,40.351343,-79.849457,Primary,50.68333333333333,45.678,google_maps
40.4353666010707,-80.1820374115065,40.436137,-79.985285,Comprehensive,32.766666666666666,26.846,google_maps
40.4353666010707,-80.1820374115065,40.573319,-80.014525,Primary,42.36666666666667,37.479,google_maps
40.4353666010707,-80.1820374115065,40.441544,-79.959356,Comprehensive,32.18333333333333,25.24,google_maps
40.4353666010707,-80.1820374115065,40.454845,-79.939793,Primary,38.9,28.398,google_maps
40.4353666010707,-80.1820374115065,40.489286,-79.895994,Primary,36.766666666666666,33.913,google_maps
40.4353666010707,-80.1820374115065,40.436561,-79.760197,Primary,43.46666666666667,43.8,google_maps
40.4353666010707,-80.1820374115065,40.45701,-80.003724,Comprehensive,32.43333333333333,23.987,google_maps
40.4353666010707,-80.1820374115065,40.619129,-79.737849,Primary,51.766666666666666,56.195,google_maps
40.4353666010707,-80.1820374115065,40.427585,-79.747217,Primary,46.36666666666667,45.247,google_maps
40.4353666010707,-80.1820374115065,40.461453,-79.946364,Primary,36.6,28.586,google_maps
40.4353666010707,-80.1820374115065,40.447391,-79.959788,Primary,33.833333333333336,26.041,google_maps
40.4353666010707,-80.1820374115065,40.543454,-80.177601,Primary,24.583333333333332,21.55,google_maps
40.4353666010707,-80.1820374115065,40.31844,-79.933488,Primary,47.983333333333334,36.335,google_maps
40.4353666010707,-80.1820374115065,40.472755,-80.090742,Primary,19.0,13.847,google_maps
40.4353666010707,-80.1820374115065,40.378099,-80.06661,Primary,30.916666666666668,18.265,google_maps
40.4353666010707,-80.1820374115065,40.576315,-80.203135,Primary,28.916666666666668,26.104,google_maps
40.4353666010707,-80.1820374115065,40.321195,-80.112625,Primary,27.633333333333333,23.466,google_maps
40.4353666010707,-80.1820374115065,40.424369,-79.745967,Primary,46.733333333333334,45.633,google_maps
40.4353666010707,-80.1820374115065,40.536213,-79.849228,Primary,42.55,42.701,google_maps
40.4353666010707,-80.1820374115065,40.494569,-80.060335,Primary,34.4,28.77,google_maps
40.3905127274342,-80.0228479559115,40.467315,-79.95359,Primary,17.783333333333335,11.792,google_maps
40.3905127274342,-80.0228479559115,40.436889,-79.9607,Primary,14.716666666666667,9.479,google_maps
40.3905127274342,-80.0228479559115,40.351343,-79.849457,Primary,31.5,20.22,google_maps
40.3905127274342,-80.0228479559115,40.436137,-79.985285,Comprehensive,13.866666666666667,7.354,google_maps
40.3905127274342,-80.0228479559115,40.573319,-80.014525,Primary,26.233333333333334,23.326,google_maps
40.3905127274342,-80.0228479559115,40.441544,-79.959356,Comprehensive,15.283333333333333,9.733,google_maps
40.3905127274342,-80.0228479559115,40.454845,-79.939793,Primary,18.85,12.424,google_maps
40.3905127274342,-80.0228479559115,40.489286,-79.895994,Primary,20.433333333333334,19.663,google_maps
40.3905127274342,-80.0228479559115,40.436561,-79.760197,Primary,26.716666666666665,28.3,google_maps
40.3905127274342,-80.0228479559115,40.45701,-80.003724,Comprehensive,16.916666666666668,11.066,google_maps
40.3905127274342,-80.0228479559115,40.619129,-79.737849,Primary,35.36666666666667,41.944,google_maps
40.3905127274342,-80.0228479559115,40.427585,-79.747217,Primary,29.7,29.747,google_maps
40.3905127274342,-80.0228479559115,40.461453,-79.946364,Primary,17.1,11.835,google_maps
40.3905127274342,-80.0228479559115,40.447391,-79.959788,Primary,16.15,11.17,google_maps
40.3905127274342,-80.0228479559115,40.543454,-80.177601,Primary,30.516666666666666,29.749,google_maps
40.3905127274342,-80.0228479559115,40.31844,-79.933488,Primary,23.033333333333335,14.725,google_maps
40.3905127274342,-80.0228479559115,40.472755,-80.090742,Primary,23.9,14.979,google_maps
40.3905127274342,-80.0228479559115,40.378099,-80.06661,Primary,11.283333333333333,4.867,google_maps
40.3905127274342,-80.0228479559115,40.576315,-80.203135,Primary,35.11666666666667,34.603,google_maps
40.3905127274342,-80.0228479559115,40.321195,-80.112625,Primary,23.283333333333335,16.852,google_maps
40.3905127274342,-80.0228479559115,40.424369,-79.745967,Primary,30.05,30.133,google_maps
40.3905127274342,-80.0228479559115,40.536213,-79.849228,Primary,26.2,28.45,google_maps
40.3905127274342,-80.0228479559115,40.494569,-80.060335,Primary,18.866666666666667,15.849,google_maps
40.4434807489034,-80.0042531259759,40.467315,-79.95359,Primary,13.05,8.149,google_maps
40.4434807489034,-80.0042531259759,40.436889,-79.9607,Primary,11.566666666666666,5.197,google_maps
40.4434807489034,-80.0042531259759,40.351343,-79.849457,Primary,30.783333333333335,25.986,google_maps
40.4434807489034,-80.0042531259759,40.436137,-79.985285,Comprehensive,10.8,2.279,google_maps
40.4434807489034,-80.0042531259759,40.573319,-80.014525,Primary,20.733333333333334,17.759,google_maps
40.4434807489034,-80.0042531259759,40.441544,-79.959356,Comprehensive,12.266666666666667,5.547,google_maps
40.4434807489034,-80.0042531259759,40.454845,-79.939793,Primary,15.633333333333333,6.805,google_maps
40.4434807489034,-80.0042531259759,40.489286,-79.895994,Primary,14.95,14.193,google_maps
40.4434807489034,-80.0042531259759,40.436561,-79.760197,Primary,23.533333333333335,24.107,google_maps
40.4434807489034,-80.0042531259759,40.45701,-80.003724,Comprehensive,10.8,4.268,google_maps
40.4434807489034,-80.0042531259759,40.619129,-79.737849,Primary,29.916666666666668,36.392,google_maps
40.4434807489034,-80.0042531259759,40.427585,-79.747217,Primary,26.533333333333335,25.554,google_maps
40.4434807489034,-80.0042531259759,40.461453,-79.946364,Primary,14.216666666666667,6.393,google_maps
40.4434807489034,-80.0042531259759,40.447391,-79.959788,Primary,13.05,5.551,google_maps
40.4434807489034,-80.0042531259759,40.543454,-80.177601,Primary,25.65,21.743,google_maps
40.4434807489034,-80.0042531259759,40.31844,-79.933488,Primary,31.65,22.283,google_maps
40.4434807489034,-80.0042531259759,40.472755,-80.090742,Primary,17.533333333333335,9.935,google_maps
40.4434807489034,-80.0042531259759,40.378099,-80.06661,Primary,18.383333333333333,10.534,google_maps
40.4434807489034,-80.0042531259759,40.576315,-80.203135,Primary,29.916666666666668,26.296,google_maps
40.4434807489034,-80.0042531259759,40.321195,-80.112625,Primary,26.033333333333335,26.997,google_maps
40.4434807489034,-80.0042531259759,40.424369,-79.745967,Primary,26.883333333333333,25.94,google_maps
40.4434807489034,-80.0042531259759,40.536213,-79.849228,Primary,20.7,22.981,google_maps
40.4434807489034,-80.0042531259759,40.494569,-80.060335,Primary,13.283333333333333,9.216,google_maps
40.3699361036151,-80.0678980820967,40.467315,-79.95359,Primary,23.55,17.846,google_maps
40.3699361036151,-80.0678980820967,40.436889,-79.9607,Primary,20.133333333333333,14.867,google_maps
40.3699361036151,-80.0678980820967,40.351343,-79.849457,Primary,35.233333333333334,24.873,google_maps
40.3699361036151,-80.0678980820967,40.436137,-79.985285,Comprehensive,20.9,11.434,google_maps
40.3699361036151,-80.0678980820967,40.573319,-80.014525,Primary,31.2,27.457,google_maps
40.3699361036151,-80.0678980820967,40.441544,-79.959356,Comprehensive,20.866666666666667,15.217,google_maps
40.3699361036151,-80.0678980820967,40.454845,-79.939793,Primary,25.85,16.505,google_maps
40.3699361036151,-80.0678980820967,40.489286,-79.895994,Primary,25.483333333333334,23.891,google_maps
40.3699361036151,-80.0678980820967,40.436561,-79.760197,Primary,32.21666666666667,33.778,google_maps
40.3699361036151,-80.0678980820967,40.45701,-80.003724,Comprehensive,21.183333333333334,13.964,google_maps
40.3699361036151,-80.0678980820967,40.619129,-79.737849,Primary,40.45,46.172,google_maps
40.3699361036151,-80.0678980820967,40.427585,-79.747217,Primary,35.18333333333333,35.224,google_maps
40.3699361036151,-80.0678980820967,40.461453,-79.946364,Primary,24.116666666666667,15.915,google_maps
40.3699361036151,-80.0678980820967,40.447391,-79.959788,Primary,22.55,16.018,google_maps
40.3699361036151,-80.0678980820967,40.543454,-80.177601,Primary,26.533333333333335,30.115,google_maps
40.3699361036151,-80.0678980820967,40.31844,-79.933488,Primary,27.916666666666668,18.62,google_maps
40.3699361036151,-80.0678980820967,40.472755,-80.090742,Primary,19.583333333333332,18.216,google_maps
40.3699361036151,-80.0678980820967,40.378099,-80.06661,Primary,2.6166666666666667,1.1,google_maps
40.3699361036151,-80.0678980820967,40.576315,-80.203135,Primary,31.166666666666668,34.97,google_maps
40.3699361036151,-80.0678980820967,40.321195,-80.112625,Primary,15.733333333333333,11.927,google_maps
40.3699361036151,-80.0678980820967,40.424369,-79.745967,Primary,35.53333333333333,35.61,google_maps
40.3699361036151,-80.0678980820967,40.536213,-79.849228,Primary,31.266666666666666,32.678,google_maps
40.3699361036151,-80.0678980820967,40.494569,-80.060335,Primary,23.133333333333333,18.748,google_maps
40.5881284175371,-79.7800529025711,40.467315,-79.95359,Primary,18.583333333333332,25.535,google_maps
40.5881284175371,-79.7800529025711,40.436889,-79.9607,Primary,22.95,32.236,google_maps
40.5881284175371,-79.7800529025711,40.351343,-79.849457,Primary,39.11666666666667,41.06,google_maps
40.5881284175371,-79.7800529025711,40.436137,-79.985285,Comprehensive,22.883333333333333,29.545,google_maps
40.5881284175371,-79.7800529025711,40.573319,-80.014525,Primary,28.833333333333332,32.497,google_maps
40.5881284175371,-79.7800529025711,40.441544,-79.959356,Comprehensive,23.583333333333332,32.49,google_maps
40.5881284175371,-79.7800529025711,40.454845,-79.939793,Primary,22.783333333333335,23.407,google_maps
40.5881284175371,-79.7800529025711,40.489286,-79.895994,Primary,13.466666666666667,17.709,google_maps
40.5881284175371,-79.7800529025711,40.436561,-79.760197,Primary,19.65,24.593,google_maps
40.5881284175371,-79.7800529025711,40.45701,-80.003724,Comprehensive,20.783333333333335,27.762,google_maps
40.5881284175371,-79.7800529025711,40.619129,-79.737849,Primary,11.983333333333333,13.001,google_maps
40.5881284175371,-79.7800529025711,40.427585,-79.747217,Primary,22.666666666666668,26.039,google_maps
40.5881284175371,-79.7800529025711,40.461453,-79.946364,Primary,20.483333333333334,26.252,google_maps
40.5881284175371,-79.7800529025711,40.447391,-79.959788,Primary,22.633333333333333,27.798,google_maps
40.5881284175371,-79.7800529025711,40.543454,-80.177601,Primary,37.75,48.035,google_maps
40.5881284175371,-79.7800529025711,40.31844,-79.933488,Primary,43.71666666666667,48.316,google_maps
40.5881284175371,-79.7800529025711,40.472755,-80.090742,Primary,30.583333333333332,39.028,google_maps
40.5881284175371,-79.7800529025711,40.378099,-80.06661,Primary,31.7,38.457,google_maps
40.5881284175371,-79.7800529025711,40.576315,-80.203135,Primary,42.36666666666667,52.89,google_maps
40.5881284175371,-79.7800529025711,40.321195,-80.112625,Primary,39.53333333333333,54.92,google_maps
40.5881284175371,-79.7800529025711,40.424369,-79.745967,Primary,23.016666666666666,26.425,google_maps
40.5881284175371,-79.7800529025711,40.536213,-79.849228,Primary,7.583333333333333,9.477,google_maps
40.5881284175371,-79.7800529025711,40.494569,-80.060335,Primary,25.066666666666666,35.644,google_maps
40.5607324805093,-79.9800607832421,40.467315,-79.95359,Primary,19.166666666666668,14.521,google_maps
40.5607324805093,-79.9800607832421,40.436889,-79.9607,Primary,23.533333333333335,21.223,google_maps
40.5607324805093,-79.9800607832421,40.351343,-79.849457,Primary,42.86666666666667,41.923,google_maps
40.5607324805093,-79.9800607832421,40.436137,-79.985285,Comprehensive,23.45,18.531,google_maps
40.5607324805093,-79.9800607832421,40.573319,-80.014525,Primary,7.283333333333333,4.463,google_maps
40.5607324805093,-79.9800607832421,40.441544,-79.959356,Comprehensive,24.166666666666668,21.477,google_maps
40.5607324805093,-79.9800607832421,40.454845,-79.939793,Primary,24.916666666666668,16.485,google_maps
40.5607324805093,-79.9800607832421,40.489286,-79.895994,Primary,16.25,13.243,google_maps
40.5607324805093,-79.9800607832421,40.436561,-79.760197,Primary,30.533333333333335,38.787,google_maps
40.5607324805093,-79.9800607832421,40.45701,-80.003724,Comprehensive,19.45,16.219,google_maps
40.5607324805093,-79.9800607832421,40.619129,-79.737849,Primary,31.166666666666668,35.524,google_maps
40.5607324805093,-79.9800607832421,40.427585,-79.747217,Primary,33.5,40.234,google_maps
40.5607324805093,-79.9800607832421,40.461453,-79.946364,Primary,21.05,15.238,google_maps
40.5607324805093,-79.9800607832421,40.447391,-79.959788,Primary,23.2,16.785,google_maps
40.5607324805093,-79.9800607832421,40.543454,-80.177601,Primary,29.983333333333334,21.902,google_maps
40.5607324805093,-79.9800607832421,40.31844,-79.933488,Primary,44.3,37.303,google_maps
40.5607324805093,-79.9800607832421,40.472755,-80.090742,Primary,31.15,26.144,google_maps
40.5607324805093,-79.9800607832421,40.378099,-80.06661,Primary,32.266666666666666,27.444,google_maps
40.5607324805093,-79.9800607832421,40.576315,-80.203135,Primary,33.11666666666667,25.782,google_maps
40.5607324805093,-79.9800607832421,40.321195,-80.112625,Primary,40.11666666666667,43.907,google_maps
40.5607324805093,-79.9800607832421,40.424369,-79.745967,Primary,33.85,40.619,google_maps
40.5607324805093,-79.9800607832421,40.536213,-79.849228,Primary,19.666666666666668,15.504,google_maps
40.5607324805093,-79.9800607832421,40.494569,-80.060335,Primary,22.2,13.89,google_maps
40.4799253156455,-79.9300831687549,40.467315,-79.95359,Primary,8.183333333333334,4.212,google_maps
40.4799253156455,-79.9300831687549,40.436889,-79.9607,Primary,17.95,15.474,google_maps
40.4799253156455,-79.9300831687549,40.351343,-79.849457,Primary,34.95,23.447,google_maps
40.4799253156455,-79.9300831687549,40.436137,-79.985285,Comprehensive,17.883333333333333,12.782,google_maps
40.4799253156455,-79.9300831687549,40.573319,-80.014525,Primary,23.533333333333335,16.341,google_maps
40.4799253156455,-79.9300831687549,40.441544,-79.959356,Comprehensive,17.466666666666665,6.19,google_maps
40.4799253156455,-79.9300831687549,40.454845,-79.939793,Primary,10.3,3.741,google_maps
40.4799253156455,-79.9300831687549,40.489286,-79.895994,Primary,8.766666666666667,5.152,google_maps
40.4799253156455,-79.9300831687549,40.436561,-79.760197,Primary,25.516666666666666,21.078,google_maps
40.4799253156455,-79.9300831687549,40.45701,-80.003724,Comprehensive,15.816666666666666,10.999,google_maps
40.4799253156455,-79.9300831687549,40.619129,-79.737849,Primary,23.7,27.35,google_maps
40.4799253156455,-79.9300831687549,40.427585,-79.747217,Primary,28.5,22.525,google_maps
40.4799253156455,-79.9300831687549,40.461453,-79.946364,Primary,7.516666666666667,4.02,google_maps
40.4799253156455,-79.9300831687549,40.447391,-79.959788,Primary,13.9,6.335,google_maps
